participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P8,1,123,3.5334673944268884,0.0133621966287499,balanced_cleaned,False
P8,2,215,6.176386095949439,0.0099948237025691,balanced_cleaned,False
P8,3,291,8.35966676242459,0.0076272849011658,balanced_cleaned,True
P8,4,432,12.410226946279804,0.018286941384763,balanced_cleaned,False
P8,5,571,16.403332375754093,0.0107043112422952,balanced_cleaned,False
P8,6,714,20.511347313990232,0.0149728417855018,balanced_cleaned,False
P8,7,854,24.533180120654983,0.0094730549426219,balanced_cleaned,True
P8,8,984,28.267739155415107,0.0120376693455002,balanced_cleaned,False
P8,9,1136,32.63430048836541,0.0142232395816769,balanced_cleaned,False
P8,10,1275,36.627405917839695,0.0149811033907003,balanced_cleaned,False
P8,11,1415,40.64923872450445,0.0148784551441709,balanced_cleaned,False
P8,12,1551,44.55616202240735,0.0206511902749997,balanced_cleaned,False
P8,13,1692,48.60672220626257,0.0122812686637556,balanced_cleaned,False
P8,14,1835,52.714737144498706,0.0111694739593208,balanced_cleaned,False
P8,15,1972,56.65038781959207,0.0154478151227103,balanced_cleaned,False
P8,16,2118,60.84458488939959,0.0115791798958974,balanced_cleaned,False
P8,17,2258,64.86641769606435,0.0175984602299417,balanced_cleaned,False
P8,18,2397,68.85952312553863,0.0132310185707406,balanced_cleaned,False
P8,19,2537,72.88135593220339,0.0153320773379031,balanced_cleaned,False
P8,20,2675,76.84573398448721,0.0144222598666979,balanced_cleaned,False
P8,21,2814,80.8388394139615,0.0153406057555018,balanced_cleaned,False
P8,22,2951,84.77449008905486,0.0162631741427183,balanced_cleaned,False
P8,23,3100,89.05486929043377,0.0216019677511131,balanced_cleaned,False
P8,24,3237,92.99051996552714,0.0185827835999121,balanced_cleaned,False
P8,25,3381,97.12726228095374,0.0239551774257055,balanced_cleaned,False
P8,26,3522,101.17782246480895,0.0178593922443988,balanced_cleaned,False
P8,27,3664,105.25711002585464,0.020022006145155,balanced_cleaned,False
P8,28,3800,109.16403332375754,0.0369985991540647,balanced_cleaned,False
P8,29,3941,113.21459350761276,0.0243392182718701,balanced_cleaned,False
P8,30,4082,117.26515369146796,0.0239503477897267,balanced_cleaned,False
P8,31,4215,121.08589485779947,0.0158612409319761,balanced_cleaned,False
P8,32,4357,125.16518241884516,0.0289075534082198,balanced_cleaned,False
P8,33,4497,129.1870152255099,0.0278722327532327,balanced_cleaned,False
P8,34,4641,133.3237575409365,0.0173659839969409,balanced_cleaned,False
P8,35,4774,137.144498707268,0.0173589106884107,balanced_cleaned,False
P8,36,4913,141.1376041367423,0.0486889876518746,balanced_cleaned,False
P8,37,5056,145.24561907497844,0.0168704794871494,balanced_cleaned,False
P8,38,5197,149.29617925883366,0.0174563977321588,balanced_cleaned,False
P8,39,5339,153.37546681987934,0.0205802411110716,balanced_cleaned,False
P8,40,5480,157.42602700373456,0.019123773535261,balanced_cleaned,False
P8,41,5617,161.3616776788279,0.0216679371034447,balanced_cleaned,False
P8,42,5756,165.3547831083022,0.0235298896709643,balanced_cleaned,False
P8,43,5897,169.40534329215745,0.0303581976995224,balanced_cleaned,False
P8,44,6038,173.45590347601262,0.0131840801077764,balanced_cleaned,False
P8,45,6183,177.6213731686297,0.035200907257945,balanced_cleaned,False
P8,46,6316,181.4421143349612,0.0183344325409206,balanced_cleaned,False
P8,47,6459,185.55012927319737,0.0244035863101962,balanced_cleaned,False
P8,48,6603,189.68687158862392,0.0305225928741676,balanced_cleaned,False
P8,49,6744,193.73743177247917,0.0240007035837231,balanced_cleaned,False
P8,50,6877,197.55817293881069,0.0184969812199831,balanced_cleaned,False
