participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
SMA_trimmed,1,106,3.0454695224761963,0.023229801240667,balanced_trimmed,False
SMA_trimmed,2,163,4.6831276416778564,0.0157080284583828,balanced_trimmed,False
SMA_trimmed,3,251,7.2114417552948,0.0237952704249953,balanced_trimmed,False
SMA_trimmed,4,383,11.00391316413879,0.0278725237576336,balanced_trimmed,False
SMA_trimmed,5,519,14.91130781173706,0.0219612935199874,balanced_trimmed,False
SMA_trimmed,6,661,18.991087675094604,0.0242484131780472,balanced_trimmed,False
SMA_trimmed,7,801,23.013405799865723,0.0212415247747785,balanced_trimmed,False
SMA_trimmed,8,939,26.978262186050415,0.0231040447896998,balanced_trimmed,False
SMA_trimmed,9,1080,31.029310941696167,0.0234676886707998,balanced_trimmed,False
SMA_trimmed,10,1216,34.936705589294434,0.0207415645195051,balanced_trimmed,False
SMA_trimmed,11,1356,38.95902347564697,0.0264707096379995,balanced_trimmed,False
SMA_trimmed,12,1497,43.01007270812988,0.0220027797035572,balanced_trimmed,False
SMA_trimmed,13,1639,47.08985257148743,0.0203013080122704,balanced_trimmed,False
SMA_trimmed,14,1787,51.34201717376709,0.020810417038626,balanced_trimmed,False
SMA_trimmed,15,1920,55.163219690322876,0.0203945227095487,balanced_trimmed,False
SMA_trimmed,16,2061,59.21426844596863,0.019243195885429,balanced_trimmed,False
SMA_trimmed,17,2203,63.29404807090759,0.0205920851036186,balanced_trimmed,False
SMA_trimmed,18,2337,67.14398121833801,0.0197042416513137,balanced_trimmed,False
SMA_trimmed,19,2481,71.2812225818634,0.0231590476520475,balanced_trimmed,False
SMA_trimmed,20,2615,75.13115549087524,0.0263761148843001,balanced_trimmed,False
SMA_trimmed,21,2650,76.13673520088196,0.0130453606491259,balanced_trimmed,False
SMA_trimmed,22,2754,79.12474298477171,0.0229535220369714,balanced_trimmed,False
SMA_trimmed,23,2895,83.17579174041748,0.0211047726361732,balanced_trimmed,False
SMA_trimmed,24,3035,87.1981098651886,0.0223892957071528,balanced_trimmed,False
SMA_trimmed,25,3178,91.30662059783936,0.0222839767184829,balanced_trimmed,False
SMA_trimmed,26,3315,95.24274587631226,0.0228449333134924,balanced_trimmed,False
SMA_trimmed,27,3452,99.17887163162231,0.0231190217730291,balanced_trimmed,False
SMA_trimmed,28,3599,103.40230560302734,0.0253451288655958,balanced_trimmed,False
SMA_trimmed,29,3737,107.36716198921204,0.0227255066595538,balanced_trimmed,False
SMA_trimmed,30,3880,111.47567248344421,0.0201572490662993,balanced_trimmed,False
SMA_trimmed,31,3955,113.63048577308655,0.0102076700793834,balanced_trimmed,True
SMA_trimmed,32,4067,116.84834027290344,0.0097092038308536,balanced_trimmed,True
SMA_trimmed,33,4158,119.46284699440002,0.0239338427896727,balanced_trimmed,False
SMA_trimmed,34,4299,123.51389598846436,0.0208373192504213,balanced_trimmed,False
