participant,peak_number,peak_index,timestamp,amplitude,detection_method,added_peak
P3,1,76,2.1832806664751505,0.0103309226317741,balanced_cleaned,False
P3,2,223,6.406205113473139,0.0114564104883176,balanced_cleaned,False
P3,3,504,14.478598103993104,0.0109839617111836,balanced_cleaned,False
P3,4,643,18.47170353346739,0.0136791792836236,balanced_cleaned,False
P3,5,784,22.522263717322605,0.0109815651650175,balanced_cleaned,False
P3,6,923,26.515369146796896,0.0125083864334006,balanced_cleaned,False
P3,7,1064,30.56592933065211,0.0139628436572047,balanced_cleaned,False
P3,8,1202,34.53030738293594,0.0135016318073339,balanced_cleaned,False
P3,9,1344,38.60959494398161,0.0125006076304563,balanced_cleaned,False
P3,10,1482,42.57397299626544,0.0108581783751095,balanced_cleaned,False
P3,11,1628,46.76817006607296,0.0107108540386287,balanced_cleaned,False
P3,12,1761,50.58891123240448,0.0138690420703599,balanced_cleaned,False
P3,13,1906,54.75438092502154,0.0133710984552275,balanced_cleaned,False
P3,14,2040,58.603849468543515,0.0134890896264787,balanced_cleaned,False
P3,15,2181,62.65440965239873,0.0110921383481284,balanced_cleaned,False
P3,16,2326,66.81987934501579,0.0135707880666297,balanced_cleaned,False
P3,17,2468,70.89916690606147,0.0153178911035667,balanced_cleaned,False
P3,18,2606,74.8635449583453,0.0102920534342148,balanced_cleaned,False
P3,19,2744,78.82792301062912,0.014603336558611,balanced_cleaned,False
P3,20,2885,82.87848319448433,0.017544408381224,balanced_cleaned,False
P3,21,3031,87.07268026429186,0.0139014416304826,balanced_cleaned,False
P3,22,3173,91.15196782533754,0.0103751142540052,balanced_cleaned,False
P3,23,3308,95.03016374604998,0.0123318985746572,balanced_cleaned,False
P3,24,3449,99.0807239299052,0.0128857066104963,balanced_cleaned,False
P3,25,3583,102.93019247342716,0.0133020945719368,balanced_cleaned,False
P3,26,3731,107.18184429761564,0.0114534165332668,balanced_cleaned,False
P3,27,3869,111.14622234989945,0.0174668200408391,balanced_cleaned,False
P3,28,4008,115.13932777937372,0.0127611048951141,balanced_cleaned,False
P3,29,4146,119.10370583165756,0.0125750879981422,balanced_cleaned,False
P3,30,4294,123.355357655846,0.0119879044407474,balanced_cleaned,False
P3,31,4427,127.17609882217752,0.013296509886895,balanced_cleaned,False
P3,32,4574,131.3990232691755,0.0139616723552505,balanced_cleaned,False
P3,33,4709,135.27721918988794,0.009917347052506,balanced_cleaned,False
P3,34,4847,139.2415972421718,0.0124398809029993,balanced_cleaned,False
P3,35,4987,143.26343004883654,0.0152575677417125,balanced_cleaned,False
P3,36,5123,147.17035334673943,0.0124583741066146,balanced_cleaned,False
P3,37,5263,151.19218615340418,0.0127092436512322,balanced_cleaned,False
P3,38,5401,155.156564205688,0.0149174870039705,balanced_cleaned,False
P3,39,5546,159.32203389830508,0.0123322385740354,balanced_cleaned,False
P3,40,5682,163.22895719620797,0.0114854008117017,balanced_cleaned,False
P3,41,5822,167.25079000287272,0.0134179242389621,balanced_cleaned,False
P3,42,5965,171.35880494110887,0.0140018545697613,balanced_cleaned,False
P3,43,6104,175.35191037058314,0.0110788218479996,balanced_cleaned,False
P3,44,6240,179.25883366848606,0.0129922193096269,balanced_cleaned,False
P3,45,6386,183.4530307382936,0.0130695144746561,balanced_cleaned,False
P3,46,6527,187.5035909221488,0.0125025260146995,balanced_cleaned,False
